PacketType,SequenceNumber,listener,SrcNodeId,PacketSize,ChannelFreqMhz,MpduRefNumber,StaId
ADOV,0,16,1,14,2412,32767,65535
UDP,32768,8,9,88,2412,32767,65535
UDP,32768,27,28,88,2412,32767,65535
UDP,32768,4,5,88,2412,32767,65535
UDP,36865,15,16,100,2412,32767,65535
UDP,24581,17,18,100,2412,32767,65535
UDP,36864,50,51,88,2412,32767,65535
UDP,36864,20,21,88,2412,32767,65535
UDP,32768,28,29,88,2412,32767,65535
ADOV,0,26,1,14,2412,32767,65535
UDP,28672,19,20,88,2412,32767,65535
UDP,36865,15,16,100,2412,32767,65535
UDP,28677,17,18,100,2412,32767,65535
ARP,53248,16,17,64,2412,32767,65535
UDP,36864,8,9,88,2412,32767,65535
UDP,53252,34,35,100,2412,32767,65535
UDP,45059,49,50,100,2412,32767,65535
UDP,2,30,31,100,2412,32767,65535
ARP,61440,22,23,64,2412,32767,65535
UDP,16387,26,27,100,2412,32767,65535
UDP,28677,17,18,100,2412,32767,65535
ADOV,0,29,1,14,2412,32767,65535
UDP,40960,20,21,88,2412,32767,65535
UDP,49152,6,7,100,2412,32767,65535
UDP,32768,46,47,88,2412,32767,65535
ARP,1,22,23,64,2412,32767,65535
UDP,53252,34,35,100,2412,32767,65535
ARP,36864,4,5,64,2412,32767,65535
UDP,28672,11,12,88,2412,32767,65535
UDP,28677,17,18,100,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,49152,6,7,100,2412,32767,65535
ARP,4097,22,23,64,2412,32767,65535
UDP,16387,44,45,100,2412,32767,65535
ADOV,0,16,1,14,2412,32767,65535
UDP,53248,6,7,100,2412,32767,65535
UDP,57344,16,17,100,2412,32767,65535
ADOV,0,17,1,14,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
UDP,53248,6,7,100,2412,32767,65535
UDP,8193,22,23,84,2412,32767,65535
ADOV,0,4,1,14,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
ARP,40960,4,5,64,2412,32767,65535
UDP,57344,6,7,100,2412,32767,65535
ARP,12289,22,23,64,2412,32767,65535
UDP,57348,34,35,100,2412,32767,65535
UDP,20483,44,45,100,2412,32767,65535
ADOV,0,4,1,14,2412,32767,65535
UDP,49155,49,50,100,2412,32767,65535
UDP,61440,16,17,100,2412,32767,65535
ADOV,0,17,1,14,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,20483,44,45,100,2412,32767,65535
UDP,57348,34,35,100,2412,32767,65535
UDP,57344,6,7,100,2412,32767,65535
ADOV,0,29,1,14,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
ADOV,0,17,1,14,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,45056,4,5,100,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
UDP,49152,4,5,100,2412,32767,65535
UDP,28677,17,18,100,2412,32767,65535
UDP,57344,6,7,100,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
ADOV,0,26,1,14,2412,32767,65535
UDP,1,16,17,100,2412,32767,65535
UDP,32773,17,18,100,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
ADOV,0,26,1,14,2412,32767,65535
UDP,4097,16,17,100,2412,32767,65535
UDP,36869,17,18,100,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
UDP,61444,34,35,100,2412,32767,65535
UDP,53248,4,5,100,2412,32767,65535
ADOV,0,26,1,14,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,57344,6,7,100,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
UDP,53251,49,50,100,2412,32767,65535
UDP,24579,25,26,100,2412,32767,65535
UDP,57344,4,5,100,2412,32767,65535
ADOV,0,29,1,14,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
UDP,40965,17,18,100,2412,32767,65535
UDP,36866,14,15,100,2412,32767,65535
ADOV,0,26,1,14,2412,32767,65535
UDP,24579,44,45,100,2412,32767,65535
UDP,8193,16,17,100,2412,32767,65535
UDP,28675,25,26,100,2412,32767,65535
ADOV,0,17,1,14,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
UDP,45061,17,18,100,2412,32767,65535
ADOV,0,26,1,14,2412,32767,65535
UDP,28675,25,26,100,2412,32767,65535
UDP,49157,17,18,100,2412,32767,65535
UDP,61440,4,5,100,2412,32767,65535
UDP,12289,16,17,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,5,34,35,100,2412,32767,65535
UDP,49157,17,18,100,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
UDP,57344,6,7,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
ADOV,0,26,1,14,2412,32767,65535
UDP,61440,4,5,100,2412,32767,65535
UDP,36866,14,15,100,2412,32767,65535
UDP,32771,25,26,100,2412,32767,65535
UDP,36865,15,16,100,2412,32767,65535
UDP,57347,49,50,100,2412,32767,65535
UDP,53253,17,18,100,2412,32767,65535
UDP,28675,44,45,100,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
ADOV,0,29,1,14,2412,32767,65535
UDP,40962,14,15,100,2412,32767,65535
UDP,28675,44,45,100,2412,32767,65535
UDP,40962,14,15,100,2412,32767,65535
ADOV,0,17,1,14,2412,32767,65535
UDP,53253,17,18,100,2412,32767,65535
UDP,32771,25,26,100,2412,32767,65535
ADOV,0,26,1,14,2412,32767,65535
UDP,2,30,31,100,2412,32767,65535
UDP,57349,17,18,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
ADOV,0,26,1,14,2412,32767,65535
UDP,4098,30,31,100,2412,32767,65535
UDP,61443,49,50,100,2412,32767,65535
UDP,4101,34,35,100,2412,32767,65535
UDP,32771,25,26,100,2412,32767,65535
ADOV,0,29,1,14,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,61440,4,5,100,2412,32767,65535
UDP,61445,17,18,100,2412,32767,65535
UDP,4098,30,31,100,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
UDP,40962,14,15,100,2412,32767,65535
ADOV,0,26,1,14,2412,32767,65535
UDP,16385,16,17,100,2412,32767,65535
UDP,1,4,5,100,2412,32767,65535
UDP,6,17,18,100,2412,32767,65535
UDP,32771,44,45,100,2412,32767,65535
UDP,32771,25,26,100,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
UDP,4101,34,35,100,2412,32767,65535
UDP,32771,44,45,100,2412,32767,65535
UDP,1,4,5,100,2412,32767,65535
UDP,4098,30,31,100,2412,32767,65535
ADOV,0,17,1,14,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
UDP,6,17,18,100,2412,32767,65535
UDP,4098,30,31,100,2412,32767,65535
UDP,32771,25,26,100,2412,32767,65535
ADOV,0,26,1,14,2412,32767,65535
UDP,4101,34,35,100,2412,32767,65535
UDP,4102,17,18,100,2412,32767,65535
UDP,4,49,50,100,2412,32767,65535
UDP,4097,4,5,100,2412,32767,65535
UDP,20481,16,17,100,2412,32767,65535
UDP,40962,14,15,100,2412,32767,65535
ADOV,0,26,1,14,2412,32767,65535
ADOV,0,29,1,14,2412,32767,65535
UDP,36867,44,45,100,2412,32767,65535
UDP,57344,6,7,100,2412,32767,65535
UDP,20481,16,17,100,2412,32767,65535
ADOV,0,17,1,14,2412,32767,65535
UDP,4102,17,18,100,2412,32767,65535
UDP,32771,25,26,100,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
UDP,4097,4,5,100,2412,32767,65535
UDP,57344,6,7,100,2412,32767,65535
ADOV,0,26,1,14,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,36867,25,26,100,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
UDP,8198,17,18,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,40963,25,26,100,2412,32767,65535
ADOV,0,26,1,14,2412,32767,65535
UDP,12294,17,18,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,45059,25,26,100,2412,32767,65535
UDP,8193,4,5,100,2412,32767,65535
UDP,24577,16,17,100,2412,32767,65535
ADOV,0,26,1,14,2412,32767,65535
UDP,57344,6,7,100,2412,32767,65535
UDP,40963,44,45,100,2412,32767,65535
UDP,4100,49,50,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
UDP,61440,6,7,100,2412,32767,65535
UDP,49155,25,26,100,2412,32767,65535
ADOV,0,17,1,14,2412,32767,65535
ADOV,0,29,1,14,2412,32767,65535
UDP,8193,4,5,100,2412,32767,65535
UDP,16387,26,27,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
UDP,61440,6,7,100,2412,32767,65535
ADOV,0,29,1,14,2412,32767,65535
UDP,53251,25,26,100,2412,32767,65535
UDP,20483,26,27,100,2412,32767,65535
UDP,53251,25,26,100,2412,32767,65535
ADOV,0,29,1,14,2412,32767,65535
UDP,61440,6,7,100,2412,32767,65535
UDP,24579,26,27,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,57347,25,26,100,2412,32767,65535
ADOV,0,29,1,14,2412,32767,65535
UDP,12294,17,18,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,61443,25,26,100,2412,32767,65535
ADOV,0,26,1,14,2412,32767,65535
UDP,61440,6,7,100,2412,32767,65535
UDP,12289,4,5,100,2412,32767,65535
UDP,28673,16,17,100,2412,32767,65535
UDP,45059,44,45,100,2412,32767,65535
UDP,8196,49,50,100,2412,32767,65535
UDP,28675,26,27,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,16390,17,18,100,2412,32767,65535
UDP,4101,34,35,100,2412,32767,65535
UDP,4098,30,31,100,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
ADOV,0,29,1,14,2412,32767,65535
UDP,61443,25,26,100,2412,32767,65535
UDP,12289,4,5,100,2412,32767,65535
UDP,40962,14,15,100,2412,32767,65535
UDP,45059,44,45,100,2412,32767,65535
UDP,36865,15,16,100,2412,32767,65535
ADOV,0,17,1,14,2412,32767,65535
UDP,4101,34,35,100,2412,32767,65535
UDP,12289,4,5,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,28675,26,27,100,2412,32767,65535
UDP,40962,14,15,100,2412,32767,65535
UDP,8197,34,35,100,2412,32767,65535
ADOV,0,29,1,14,2412,32767,65535
UDP,12289,4,5,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,16390,17,18,100,2412,32767,65535
UDP,12293,34,35,100,2412,32767,65535
UDP,61443,25,26,100,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
ADOV,0,26,1,14,2412,32767,65535
UDP,16385,4,5,100,2412,32767,65535
UDP,32769,16,17,100,2412,32767,65535
UDP,49155,44,45,100,2412,32767,65535
UDP,12292,49,50,100,2412,32767,65535
UDP,32771,26,27,100,2412,32767,65535
UDP,12293,34,35,100,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
ADOV,0,29,1,14,2412,32767,65535
ADOV,0,17,1,14,2412,32767,65535
UDP,61443,25,26,100,2412,32767,65535
UDP,16385,4,5,100,2412,32767,65535
UDP,61440,6,7,100,2412,32767,65535
UDP,20486,17,18,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
ADOV,0,26,1,14,2412,32767,65535
UDP,36865,15,16,100,2412,32767,65535
UDP,24582,17,18,100,2412,32767,65535
UDP,12293,34,35,100,2412,32767,65535
ADOV,0,26,1,14,2412,32767,65535
UDP,32771,26,27,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,40961,15,16,100,2412,32767,65535
UDP,16389,34,35,100,2412,32767,65535
ADOV,0,29,1,14,2412,32767,65535
UDP,28678,17,18,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,40961,15,16,100,2412,32767,65535
ADOV,0,26,1,14,2412,32767,65535
UDP,20485,34,35,100,2412,32767,65535
UDP,32774,17,18,100,2412,32767,65535
UDP,16388,49,50,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,20481,4,5,100,2412,32767,65535
ADOV,0,26,1,14,2412,32767,65535
UDP,24581,34,35,100,2412,32767,65535
ADOV,0,29,1,14,2412,32767,65535
UDP,53251,44,45,100,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
UDP,32774,17,18,100,2412,32767,65535
UDP,36867,26,27,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,36865,16,17,100,2412,32767,65535
UDP,40961,15,16,100,2412,32767,65535
UDP,53251,44,45,100,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
ADOV,0,17,1,14,2412,32767,65535
UDP,36867,26,27,100,2412,32767,65535
UDP,40961,15,16,100,2412,32767,65535
ADOV,0,29,1,14,2412,32767,65535
UDP,40963,26,27,100,2412,32767,65535
ADOV,0,29,1,14,2412,32767,65535
UDP,24577,4,5,100,2412,32767,65535
UDP,40961,16,17,100,2412,32767,65535
UDP,28677,34,35,100,2412,32767,65535
UDP,57347,44,45,100,2412,32767,65535
UDP,20484,49,50,100,2412,32767,65535
UDP,45059,26,27,100,2412,32767,65535
UDP,40961,15,16,100,2412,32767,65535
UDP,4098,30,31,100,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
ADOV,0,29,1,14,2412,32767,65535
ADOV,0,17,1,14,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,28677,34,35,100,2412,32767,65535
UDP,45059,26,27,100,2412,32767,65535
UDP,32774,17,18,100,2412,32767,65535
UDP,24577,4,5,100,2412,32767,65535
UDP,61440,6,7,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
UDP,61443,25,26,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,4,25,26,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,4100,25,26,100,2412,32767,65535
UDP,32774,17,18,100,2412,32767,65535
UDP,28673,4,5,100,2412,32767,65535
UDP,45057,16,17,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,24580,49,50,100,2412,32767,65535
UDP,8196,25,26,100,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
UDP,32773,34,35,100,2412,32767,65535
UDP,45059,26,27,100,2412,32767,65535
UDP,61443,44,45,100,2412,32767,65535
ADOV,0,29,1,14,2412,32767,65535
UDP,28673,4,5,100,2412,32767,65535
UDP,45059,26,27,100,2412,32767,65535
UDP,32773,34,35,100,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
ADOV,0,29,1,14,2412,32767,65535
UDP,40962,14,15,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,61443,44,45,100,2412,32767,65535
UDP,49155,26,27,100,2412,32767,65535
UDP,8196,25,26,100,2412,32767,65535
UDP,61440,6,7,100,2412,32767,65535
ADOV,0,17,1,14,2412,32767,65535
UDP,4098,30,31,100,2412,32767,65535
ADOV,0,29,1,14,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,12292,25,26,100,2412,32767,65535
UDP,49155,26,27,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
ADOV,0,29,1,14,2412,32767,65535
UDP,4098,30,31,100,2412,32767,65535
UDP,53251,26,27,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,8194,30,31,100,2412,32767,65535
UDP,53251,26,27,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,12290,30,31,100,2412,32767,65535
UDP,4,44,45,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,16386,30,31,100,2412,32767,65535
ADOV,0,17,1,14,2412,32767,65535
UDP,28676,49,50,100,2412,32767,65535
ADOV,0,29,1,14,2412,32767,65535
UDP,49153,16,17,100,2412,32767,65535
UDP,36869,34,35,100,2412,32767,65535
UDP,16386,30,31,100,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,32769,4,5,100,2412,32767,65535
UDP,16388,25,26,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,53249,16,17,100,2412,32767,65535
UDP,40965,34,35,100,2412,32767,65535
UDP,4100,44,45,100,2412,32767,65535
UDP,32772,49,50,100,2412,32767,65535
UDP,53251,26,27,100,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
ADOV,0,29,1,14,2412,32767,65535
ADOV,0,17,1,14,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,16386,30,31,100,2412,32767,65535
UDP,32769,4,5,100,2412,32767,65535
UDP,20484,25,26,100,2412,32767,65535
UDP,32774,17,18,100,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
ADOV,0,26,1,14,2412,32767,65535
UDP,36865,4,5,100,2412,32767,65535
UDP,24580,25,26,100,2412,32767,65535
UDP,36870,17,18,100,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,28676,25,26,100,2412,32767,65535
UDP,36870,17,18,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,32772,25,26,100,2412,32767,65535
UDP,36870,17,18,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,40962,14,15,100,2412,32767,65535
ADOV,0,26,1,14,2412,32767,65535
UDP,40966,17,18,100,2412,32767,65535
UDP,8196,44,45,100,2412,32767,65535
UDP,36868,49,50,100,2412,32767,65535
UDP,40961,4,5,100,2412,32767,65535
UDP,36868,25,26,100,2412,32767,65535
UDP,45058,14,15,100,2412,32767,65535
UDP,53251,26,27,100,2412,32767,65535
ADOV,0,29,1,14,2412,32767,65535
UDP,45061,34,35,100,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
UDP,40966,17,18,100,2412,32767,65535
UDP,16386,30,31,100,2412,32767,65535
UDP,57345,16,17,100,2412,32767,65535
UDP,45061,34,35,100,2412,32767,65535
UDP,45058,14,15,100,2412,32767,65535
UDP,36868,25,26,100,2412,32767,65535
UDP,8196,44,45,100,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
UDP,53251,26,27,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,40961,4,5,100,2412,32767,65535
UDP,45058,14,15,100,2412,32767,65535
ADOV,0,17,1,14,2412,32767,65535
UDP,45061,34,35,100,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
UDP,36868,25,26,100,2412,32767,65535
UDP,61440,6,7,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,40961,4,5,100,2412,32767,65535
UDP,1,6,7,100,2412,32767,65535
UDP,40966,17,18,100,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
ADOV,0,26,1,14,2412,32767,65535
UDP,45057,4,5,100,2412,32767,65535
UDP,61441,16,17,100,2412,32767,65535
UDP,1,6,7,100,2412,32767,65535
UDP,40964,49,50,100,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
UDP,16386,30,31,100,2412,32767,65535
ADOV,0,29,1,14,2412,32767,65535
UDP,40961,15,16,100,2412,32767,65535
UDP,45057,4,5,100,2412,32767,65535
UDP,45062,17,18,100,2412,32767,65535
UDP,45061,34,35,100,2412,32767,65535
ADOV,0,26,1,14,2412,32767,65535
UDP,36868,25,26,100,2412,32767,65535
UDP,1,6,7,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,12292,44,45,100,2412,32767,65535
UDP,45058,14,15,100,2412,32767,65535
UDP,16386,30,31,100,2412,32767,65535
UDP,45061,34,35,100,2412,32767,65535
ADOV,0,17,1,14,2412,32767,65535
UDP,45057,4,5,100,2412,32767,65535
UDP,49158,17,18,100,2412,32767,65535
ADOV,0,26,1,14,2412,32767,65535
UDP,1,6,7,100,2412,32767,65535
UDP,53254,17,18,100,2412,32767,65535
ADOV,0,26,1,14,2412,32767,65535
UDP,57350,17,18,100,2412,32767,65535
UDP,45057,4,5,100,2412,32767,65535
UDP,1,6,7,100,2412,32767,65535
ADOV,0,26,1,14,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
UDP,16388,44,45,100,2412,32767,65535
UDP,2,16,17,100,2412,32767,65535
UDP,36868,25,26,100,2412,32767,65535
UDP,45060,49,50,100,2412,32767,65535
ADOV,0,17,1,14,2412,32767,65535
UDP,45058,14,15,100,2412,32767,65535
UDP,16386,30,31,100,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
ADOV,0,29,1,14,2412,32767,65535
UDP,61446,17,18,100,2412,32767,65535
UDP,2,16,17,100,2412,32767,65535
ADOV,0,26,1,14,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
UDP,7,17,18,100,2412,32767,65535
UDP,49153,4,5,100,2412,32767,65535
ADOV,0,26,1,14,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
UDP,4103,17,18,100,2412,32767,65535
ADOV,0,26,1,14,2412,32767,65535
UDP,8199,17,18,100,2412,32767,65535
UDP,53249,4,5,100,2412,32767,65535
UDP,4098,16,17,100,2412,32767,65535
ADOV,0,26,1,14,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
UDP,49156,49,50,100,2412,32767,65535
UDP,53249,4,5,100,2412,32767,65535
ADOV,0,29,1,14,2412,32767,65535
UDP,12295,17,18,100,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
UDP,36868,25,26,100,2412,32767,65535
ADOV,0,26,1,14,2412,32767,65535
UDP,16391,17,18,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
ADOV,0,26,1,14,2412,32767,65535
UDP,16386,30,31,100,2412,32767,65535
UDP,20487,17,18,100,2412,32767,65535
UDP,20484,44,45,100,2412,32767,65535
UDP,40964,25,26,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,20484,44,45,100,2412,32767,65535
UDP,20482,30,31,100,2412,32767,65535
UDP,1,6,7,100,2412,32767,65535
ADOV,0,17,1,14,2412,32767,65535
UDP,57345,4,5,100,2412,32767,65535
UDP,45060,25,26,100,2412,32767,65535
UDP,20487,17,18,100,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,53252,49,50,100,2412,32767,65535
UDP,8194,16,17,100,2412,32767,65535
ADOV,0,29,1,14,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
UDP,24580,44,45,100,2412,32767,65535
UDP,49156,25,26,100,2412,32767,65535
UDP,20482,30,31,100,2412,32767,65535
ADOV,0,17,1,14,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,53252,25,26,100,2412,32767,65535
UDP,20487,17,18,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,57348,25,26,100,2412,32767,65535
UDP,20487,17,18,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,40961,15,16,100,2412,32767,65535
UDP,57348,49,50,100,2412,32767,65535
ADOV,0,29,1,14,2412,32767,65535
UDP,12290,16,17,100,2412,32767,65535
UDP,61444,25,26,100,2412,32767,65535
UDP,20482,30,31,100,2412,32767,65535
UDP,28676,44,45,100,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,61441,4,5,100,2412,32767,65535
ADOV,0,17,1,14,2412,32767,65535
UDP,5,25,26,100,2412,32767,65535
UDP,20482,30,31,100,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,4101,25,26,100,2412,32767,65535
UDP,20487,17,18,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,8197,25,26,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,12293,25,26,100,2412,32767,65535
UDP,2,4,5,100,2412,32767,65535
UDP,16386,16,17,100,2412,32767,65535
UDP,32772,44,45,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
ADOV,0,17,1,14,2412,32767,65535
UDP,16389,25,26,100,2412,32767,65535
UDP,61444,49,50,100,2412,32767,65535
UDP,2,4,5,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
ADOV,0,29,1,14,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
UDP,20485,25,26,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,24581,25,26,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,28677,25,26,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,32773,25,26,100,2412,32767,65535
UDP,4098,4,5,100,2412,32767,65535
UDP,20482,16,17,100,2412,32767,65535
UDP,36868,44,45,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
ADOV,0,17,1,14,2412,32767,65535
UDP,36869,25,26,100,2412,32767,65535
UDP,5,49,50,100,2412,32767,65535
UDP,4098,4,5,100,2412,32767,65535
UDP,45058,14,15,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
ADOV,0,29,1,14,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
UDP,20482,30,31,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,24578,30,31,100,2412,32767,65535
UDP,20487,17,18,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
ADOV,0,26,1,14,2412,32767,65535
UDP,36869,25,26,100,2412,32767,65535
UDP,24583,17,18,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,28674,30,31,100,2412,32767,65535
UDP,24583,17,18,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
ADOV,0,26,1,14,2412,32767,65535
UDP,8194,4,5,100,2412,32767,65535
UDP,32770,30,31,100,2412,32767,65535
UDP,4101,49,50,100,2412,32767,65535
UDP,40965,25,26,100,2412,32767,65535
UDP,1,6,7,100,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
ADOV,0,29,1,14,2412,32767,65535
UDP,45061,34,35,100,2412,32767,65535
UDP,24578,16,17,100,2412,32767,65535
UDP,28679,17,18,100,2412,32767,65535
UDP,32770,30,31,100,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
UDP,45058,14,15,100,2412,32767,65535
ADOV,0,26,1,14,2412,32767,65535
UDP,40965,25,26,100,2412,32767,65535
UDP,32775,17,18,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,45061,25,26,100,2412,32767,65535
ADOV,0,26,1,14,2412,32767,65535
UDP,40964,44,45,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,49157,25,26,100,2412,32767,65535
ADOV,0,17,1,14,2412,32767,65535
UDP,36871,17,18,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,53253,25,26,100,2412,32767,65535
ADOV,0,26,1,14,2412,32767,65535
UDP,12290,4,5,100,2412,32767,65535
UDP,28674,16,17,100,2412,32767,65535
UDP,45060,44,45,100,2412,32767,65535
ADOV,0,1,1,14,2412,32767,65535
UDP,8197,49,50,100,2412,32767,65535
ADOV,0,22,1,14,2412,32767,65535
UDP,57349,25,26,100,2412,32767,65535
ADOV,0,17,1,14,2412,32767,65535
UDP,12290,4,5,100,2412,32767,65535
ADOV,0,29,1,14,2412,32767,65535
