Time,RemainingEnergy
0.00405,99.9972
0.00405,99.9967
0.00405401,99.9972
0.00405401,99.9972
0.00405403,99.9972
0.00405405,99.9983
0.00405405,99.9972
0.00405407,99.9972
0.00405409,99.9967
0.00405412,99.9967
0.00412459,99.9984
0.00412466,99.9989
0.00412468,99.9982
0.00412468,99.9982
0.00412471,99.9984
0.00412479,99.9977
0.00424201,99.9971
0.00424201,99.9971
0.00424203,99.9971
0.00424205,99.9981
0.00424205,99.9971
0.00424207,99.9971
0.00424209,99.9965
0.00424212,99.9965
0.00431468,99.9981
0.00431876,99.9988
0.00431877,99.9982
0.00431877,99.9982
0.00431879,99.9975
0.00450676,99.9986
0.00450677,99.9981
0.00450677,99.9981
0.00450679,99.9974
0.004946,99.9977
0.004946,99.9983
0.004946,99.9972
0.004946,99.9972
0.004946,99.9972
0.004946,99.9972
0.004946,99.9972
0.004946,99.9966
0.00494601,99.997
0.00494601,99.997
0.00494603,99.997
0.00494605,99.9981
0.00494605,99.997
0.00494607,99.997
0.00494609,99.9965
0.00494612,99.9965
0.00505,99.9969
0.00505,99.9969
0.00505,99.9964
0.00505,99.9964
0.00505,99.9969
0.00505,99.9964
0.00505,99.9969
0.00505401,99.9971
0.00505404,99.9971
0.00505406,99.9971
0.00505406,99.9965
0.00505407,99.9971
0.00505407,99.9959
0.00505408,99.9969
0.00505408,99.9969
0.00505409,99.9971
0.00505412,99.9969
0.00521068,99.998
0.00521076,99.9986
0.00521077,99.998
0.00521077,99.998
0.00521079,99.9974
0.00524201,99.9969
0.00524204,99.9969
0.00524206,99.9969
0.00524206,99.9964
0.00524207,99.9969
0.00524207,99.9957
0.00524208,99.9968
0.00524208,99.9968
0.00524209,99.9969
0.00524212,99.9968
0.005914,99.9969
0.00591407,99.9969
0.00591407,99.9957
0.00591408,99.9968
0.00591408,99.9968
0.005946,99.9969
0.005946,99.9969
0.005946,99.9964
0.005946,99.9964
0.005946,99.9969
0.005946,99.9964
0.00594601,99.9969
0.00594604,99.9969
0.00594606,99.9969
0.00594606,99.9964
0.00594609,99.9969
0.00594612,99.9967
0.00605,99.9967
0.00605,99.9961
0.00605,99.9966
0.00605,99.9956
0.00605,99.9956
0.00605,99.995
0.00605,99.9956
0.00605,99.9956
0.00605,99.9956
0.00605,99.9974
0.00605401,99.9968
0.00605406,99.9966
0.00605408,99.9968
0.00605408,99.9961
0.00605408,99.9963
0.00605409,99.9968
0.00623609,99.996
0.00623651,99.9966
0.00624201,99.9966
0.00624206,99.9965
0.00624208,99.9967
0.00624208,99.996
0.00624208,99.9961
0.00624209,99.9967
0.006244,99.9966
0.006596,99.9964
0.00660006,99.9964
0.00678806,99.9962
0.006914,99.9973
0.00694009,99.9959
0.006946,99.9966
0.006946,99.9961
0.006946,99.9966
0.006946,99.9955
0.006946,99.9955
0.006946,99.995
0.006946,99.9955
0.006946,99.9955
0.006946,99.9955
0.00694601,99.9966
0.00694606,99.9964
0.00694608,99.9966
0.00694608,99.9959
0.00694609,99.9961
0.00694609,99.9966
0.00714,99.9966
0.00746,99.9963
0.00746006,99.9962
0.00805,99.9955
0.00805,99.9946
0.00805405,99.9957
0.00805406,99.9957
0.0080541,99.9941
0.00805416,99.9941
0.00824205,99.9955
0.00824206,99.9955
0.0082421,99.9939
0.00824216,99.9939
0.008914,99.9946
0.0089141,99.9939
0.008946,99.9955
0.00894605,99.9955
0.00894606,99.9955
0.00894616,99.9939
0.00905,99.9942
0.00905,99.9947
0.00905,99.9931
0.00905,99.9942
0.00905,99.9931
0.00905405,99.9949
0.00905408,99.9938
0.00905408,99.9933
0.00905409,99.9949
0.00924205,99.9947
0.00924208,99.9937
0.00924208,99.9931
0.00924209,99.9947
0.009946,99.9942
0.009946,99.9947
0.009946,99.9931
0.009946,99.9942
0.009946,99.9931
0.00994605,99.9947
0.00994608,99.9936
0.00994608,99.9931
0.00994609,99.9947
0.00999609,99.9934
0.0100002,99.993
0.0100002,99.9925
0.0100002,99.993
0.0100003,99.9936
0.0100003,99.9936
0.0100003,99.9936
0.0100003,99.9936
0.0100003,99.993
0.0100003,99.9936
0.0100003,99.993
0.0100003,99.993
0.0100004,99.9941
0.0100004,99.993
0.0100004,99.9929
0.0100004,99.9929
0.0100004,99.993
0.0100004,99.9947
0.0100004,99.9942
0.0100004,99.9947
0.0100004,99.9923
0.0100004,99.9936
0.0100005,99.9941
0.01005,99.9923
0.01005,99.9934
0.010054,99.9935
0.0100541,99.993
0.0100541,99.9925
0.0100541,99.993
0.0100541,99.9941
0.0100542,99.994
0.0101882,99.9929
0.0101882,99.9923
0.0101882,99.9929
0.0101883,99.9934
0.0101883,99.9934
0.0101883,99.9934
0.0101883,99.9934
0.0101883,99.9929
0.0101883,99.9934
0.0101883,99.9929
0.0101883,99.9929
0.0101884,99.994
0.0101884,99.9929
0.0101884,99.9927
0.0101884,99.9927
0.0101884,99.9929
0.0101884,99.9945
0.0101884,99.9941
0.0101884,99.9945
0.0101884,99.9922
0.0101884,99.9934
0.0101885,99.994
0.0102384,99.9922
0.0102386,99.9934
0.010242,99.9934
0.0102421,99.9928
0.0102421,99.9923
0.0102421,99.9928
0.0102421,99.9939
0.0102422,99.9939
0.0107001,99.9934
0.0107002,99.9929
0.0107002,99.9923
0.0107002,99.9929
0.0107003,99.9934
0.0107003,99.9934
0.0107003,99.9934
0.0107003,99.9934
0.0107003,99.9929
0.0107003,99.9934
0.0107003,99.9929
0.0107003,99.9929
0.0107004,99.9939
0.0107004,99.9929
0.0107004,99.9927
0.0107004,99.9927
0.0107004,99.9929
0.0107004,99.9945
0.0107004,99.9941
0.0107004,99.9945
0.0107004,99.9934
0.0107005,99.9939
0.0107502,99.9928
0.0107504,99.9927
0.0107504,99.9927
0.0107543,99.9934
0.0107543,99.9928
0.0107545,99.9934
0.0107545,99.9936
0.0107545,99.994
0.0107545,99.994
0.0109423,99.9932
0.0109423,99.9927
0.0109425,99.9932
0.0109425,99.9935
0.0109425,99.9939
0.0109425,99.9939
0.010946,99.9923
0.010946,99.9933
0.010946,99.9933
0.0109461,99.9928
0.0109461,99.9923
0.0109461,99.9928
0.0109461,99.9939
0.0109462,99.9939
0.01105,99.9938
0.0111344,99.9921
0.0114542,99.9928
0.0114543,99.9932
0.0114543,99.9926
0.0114643,99.9932
0.0114683,99.9922
0.0114684,99.9917
0.0114684,99.9928
0.0116464,99.9926
0.0116464,99.9926
0.0116465,99.9932
0.0116465,99.9934
0.0116465,99.9938
0.0116465,99.9938
0.0116563,99.9921
0.0116564,99.9915
0.0116564,99.9926
0.0117683,99.9931
0.0117683,99.9921
0.0117684,99.9915
0.0117684,99.9926
0.011914,99.9937
0.0121183,99.9929
0.0121223,99.9918
0.0121224,99.9912
0.0121224,99.9923
0.0121224,99.9922
0.0121225,99.9922
0.0121225,99.9922
0.0121225,99.9922
0.0121225,99.9921
0.0121225,99.9922
0.0121225,99.9917
0.0121225,99.9917
0.0121225,99.9928
0.0121225,99.9917
0.0121226,99.9922
0.0121226,99.9922
0.0121226,99.9917
0.0121226,99.9933
0.0121226,99.9929
0.0121226,99.9933
0.0121226,99.9913
0.0121226,99.9928
0.0121226,99.9928
0.0123103,99.9916
0.0123104,99.9911
0.0123104,99.9922
0.0123104,99.9921
0.0123105,99.9921
0.0123105,99.9921
0.0123105,99.9921
0.0123105,99.9919
0.0123105,99.9921
0.0123105,99.9915
0.0123105,99.9915
0.0123105,99.9926
0.0123105,99.9915
0.0123106,99.9921
0.0123106,99.9921
0.0123106,99.9915
0.0123106,99.9932
0.0123106,99.9927
0.0123106,99.9932
0.0123106,99.9911
0.0123106,99.9926
0.0123106,99.9926
0.0129823,99.9928
0.0129823,99.9916
0.0129824,99.991
0.0129824,99.9921
0.0129824,99.992
0.0129825,99.992
0.0129825,99.992
0.0129825,99.992
0.0129825,99.9919
0.0129825,99.992
0.0129825,99.9915
0.0129825,99.9915
0.0129825,99.9926
0.0129825,99.9915
0.0129826,99.992
0.0129826,99.992
0.0129826,99.9915
0.0129826,99.9931
0.0129826,99.9927
0.0129826,99.9931
0.0129826,99.9911
0.0129826,99.9926
0.0129826,99.9926
0.0129924,99.9921
0.0129964,99.9928
0.0129965,99.9919
0.0129965,99.9916
0.0129965,99.992
0.0129965,99.992
0.0129965,99.991
0.0129966,99.9915
0.0129966,99.9915
0.0129966,99.992
0.0129966,99.992
0.0129966,99.992
0.0129967,99.992
0.0129967,99.9915
0.0129967,99.9926
0.0129967,99.9931
0.0129967,99.9917
0.0129967,99.9915
0.0129967,99.9926
0.01305,99.9911
0.0130541,99.9922
0.0130541,99.9925
0.0130541,99.9916
0.0130541,99.992
0.0130542,99.9911
0.0130542,99.9931
0.0130542,99.9922
0.0130542,99.9905
0.0130543,99.9911
0.0131845,99.9926
0.0131845,99.9917
0.0131845,99.9914
0.0131845,99.9919
0.0131845,99.9919
0.0131845,99.9909
0.0131846,99.9913
0.0131846,99.9913
0.0131846,99.9919
0.0131846,99.9919
0.0131846,99.9919
0.0131847,99.9919
0.0131847,99.9913
0.0131847,99.9924
0.0131847,99.993
0.0131847,99.9915
0.0131847,99.9913
0.0131847,99.9924
0.0132421,99.992
0.0132421,99.9924
0.0132421,99.9915
0.0132421,99.9918
0.0132422,99.9909
0.0132422,99.9929
0.0132422,99.992
0.0132422,99.9904
0.0132423,99.9909
0.0132964,99.9921
0.0132964,99.9926
0.0132965,99.9917
0.0132965,99.9914
0.0132965,99.9919
0.0132965,99.9919
0.0132965,99.9909
0.0132966,99.9913
0.0132966,99.9913
0.0132966,99.9919
0.0132966,99.9919
0.0132966,99.9919
0.0132967,99.9919
0.0132967,99.9913
0.0132967,99.9924
0.0132967,99.993
0.0132967,99.9915
0.0132967,99.9913
0.0132967,99.9924
0.0135864,99.9924
0.0135905,99.9912
0.0135905,99.9906
0.0135905,99.9919
0.0135906,99.9916
0.0135906,99.9916
0.0135907,99.9915
0.0135907,99.9916
0.0135907,99.9911
0.0135908,99.9916
0.0135908,99.9911
0.0135908,99.9927
0.0135908,99.9922
0.0137785,99.991
0.0137785,99.9905
0.0137785,99.9917
0.0137786,99.9915
0.0137786,99.9915
0.0137787,99.9913
0.0137787,99.9915
0.0137787,99.9909
0.0137788,99.9915
0.0137788,99.9909
0.0137788,99.9926
0.0137788,99.992
0.013914,99.991
0.0139141,99.992
0.0139141,99.9923
0.0139141,99.9914
0.0139141,99.9918
0.0139142,99.9909
0.0139142,99.9929
0.0139142,99.992
0.0139142,99.9903
0.0139143,99.9909
0.0144505,99.9924
0.0144505,99.991
0.0144505,99.9904
0.0144505,99.9917
0.0144506,99.9914
0.0144506,99.9914
0.0144507,99.9913
0.0144507,99.9914
0.0144507,99.9909
0.0144508,99.9914
0.0144508,99.9909
0.0144508,99.9925
0.0144508,99.992
0.01669,99.9896
0.016694,99.9896
0.0166941,99.9895
0.0166942,99.9898
0.0166942,99.9896
0.0166942,99.9891
0.0166942,99.9891
0.0166942,99.9905
0.0166942,99.9891
0.0166942,99.9897
0.0166942,99.9876
0.0166942,99.9897
0.0166943,99.9893
0.0166943,99.9898
0.0166943,99.9882
0.0166943,99.9886
0.0166943,99.9885
0.0166943,99.9891
0.016882,99.9894
0.0168821,99.9893
0.0168822,99.9897
0.0168822,99.9894
0.0168822,99.989
0.0168822,99.9889
0.0168822,99.9904
0.0168822,99.9889
0.0168822,99.9895
0.0168822,99.9874
0.0168822,99.9895
0.0168823,99.9891
0.0168823,99.9897
0.0168823,99.988
0.0168823,99.9885
0.0168823,99.9884
0.0168823,99.9889
0.017394,99.9896
0.017394,99.9894
0.0173941,99.9893
0.0173942,99.9897
0.0173942,99.9894
0.0173942,99.989
0.0173942,99.9889
0.0173942,99.9903
0.0173942,99.9889
0.0173942,99.9895
0.0173942,99.9874
0.0173942,99.9895
0.0173943,99.9891
0.0173943,99.9896
0.0173943,99.988
0.0173943,99.9884
0.0173943,99.9884
0.0173943,99.9889
0.0174442,99.9903
0.0174483,99.9889
0.0174483,99.9884
0.0174483,99.9896
0.0174484,99.989
0.0174484,99.9885
0.0174484,99.9889
0.0174484,99.9894
0.0174484,99.9892
0.0174484,99.9895
0.0174484,99.9883
0.0174484,99.9888
0.0174485,99.989
0.0174485,99.9879
0.0174485,99.9889
0.0174485,99.9894
0.0174485,99.9888
0.0174485,99.99
0.0174485,99.989
0.0174485,99.9901
0.0174486,99.9875
0.0174486,99.9894
0.0174486,99.9895
0.0176363,99.9888
0.0176363,99.9882
0.0176363,99.9895
0.0176364,99.9888
0.0176364,99.9883
0.0176364,99.9887
0.0176364,99.9892
0.0176364,99.9891
0.0176364,99.9894
0.0176364,99.9882
0.0176364,99.9887
0.0176365,99.9889
0.0176365,99.9878
0.0176365,99.9887
0.0176365,99.9892
0.0176365,99.9887
0.0176365,99.9898
0.0176365,99.9889
0.0176365,99.9899
0.0176366,99.9873
0.0176366,99.9893
0.0176366,99.9894
0.0181482,99.9903
0.0181483,99.9887
0.0181483,99.9882
0.0181483,99.9894
0.0181484,99.9888
0.0181484,99.9883
0.0181484,99.9887
0.0181484,99.9892
0.0181484,99.9891
0.0181484,99.9893
0.0181484,99.9881
0.0181484,99.9887
0.0181485,99.9888
0.0181485,99.9877
0.0181485,99.9887
0.0181485,99.9892
0.0181485,99.9887
0.0181485,99.9898
0.0181485,99.9889
0.0181485,99.9899
0.0181486,99.9873
0.0181486,99.9893
0.0181486,99.9893
0.0181584,99.9893
0.0181625,99.9892
0.0181626,99.989
0.0181626,99.9894
0.0181626,99.9892
0.0181626,99.9887
0.0181626,99.9886
0.0181626,99.9903
0.0181626,99.9886
0.0181626,99.9889
0.0181626,99.9867
0.0181626,99.9889
0.0181627,99.9885
0.0181627,99.989
0.0181627,99.9874
0.0181627,99.9882
0.0181627,99.9881
0.0181628,99.9887
0.0183505,99.989
0.0183506,99.9889
0.0183506,99.9893
0.0183506,99.989
0.0183506,99.9886
0.0183506,99.9885
0.0183506,99.9901
0.0183506,99.9885
0.0183506,99.9887
0.0183506,99.9866
0.0183506,99.9887
0.0183507,99.9883
0.0183507,99.9888
0.0183507,99.9872
0.0183507,99.988
0.0183507,99.988
0.0183508,99.9885
0.0184624,99.9893
0.0184625,99.989
0.0184626,99.9889
0.0184626,99.9893
0.0184626,99.989
0.0184626,99.9886
0.0184626,99.9885
0.0184626,99.9901
0.0184626,99.9885
0.0184626,99.9887
0.0184626,99.9866
0.0184626,99.9887
0.0184627,99.9883
0.0184627,99.9888
0.0184627,99.9872
0.0184627,99.988
0.0184627,99.988
0.0184628,99.9885
0.0186524,99.9892
0.0186565,99.9889
0.0186566,99.9887
0.0186566,99.9891
0.0186566,99.9889
0.0186566,99.9884
0.0186566,99.9883
0.0186566,99.9899
0.0186566,99.9883
0.0186566,99.9886
0.0186566,99.9864
0.0186566,99.9886
0.0186567,99.9882
0.0186567,99.9887
0.0186567,99.9871
0.0186567,99.9879
0.0186567,99.9878
0.0186568,99.9884
0.01869,99.9889
0.01869,99.9884
0.018694,99.9878
0.0186941,99.9873
0.0186941,99.9871
0.0186941,99.9877
0.0186942,99.9883
0.0186942,99.9884
0.0186942,99.9875
0.0186942,99.9888
0.0188445,99.9887
0.0188446,99.9886
0.0188446,99.9889
0.0188446,99.9887
0.0188446,99.9883
0.0188446,99.9882
0.0188446,99.9898
0.0188446,99.9882
0.0188446,99.9884
0.0188446,99.9863
0.0188446,99.9884
0.0188447,99.988
0.0188447,99.9885
0.0188447,99.9869
0.0188447,99.9877
0.0188447,99.9877
0.0188448,99.9882
0.018882,99.9877
0.0188821,99.9871
0.0188821,99.9869
0.0188821,99.9875
0.0188822,99.9881
0.0188822,99.9883
0.0188822,99.9874
0.0188822,99.9887
0.0188947,99.9877
0.019394,99.9889
0.019394,99.9883
0.019394,99.9877
0.0193941,99.9871
0.0193941,99.9869
0.0193941,99.9875
0.0193942,99.9881
0.0193942,99.9882
0.0193942,99.9873
0.0193942,99.9886
0.0195987,99.9876
0.0196444,99.9891
0.0196445,99.9887
0.0196446,99.9885
0.0196446,99.9889
0.0196446,99.9887
0.0196446,99.9882
0.0196446,99.9881
0.0196446,99.9897
0.0196446,99.9881
0.0196446,99.9884
0.0196446,99.9862
0.0196446,99.9884
0.0196447,99.988
0.0196447,99.9885
0.0196447,99.9869
0.0196447,99.9876
0.0196448,99.9882
0.0200086,99.9882
0.0200127,99.9886
0.0200127,99.9878
0.0200127,99.9888
0.0200127,99.9884
0.0200128,99.9894
0.0200128,99.9879
0.0200128,99.9884
0.0200128,99.9873
0.0200129,99.9878
0.0200129,99.9884
0.0200129,99.9859
0.0200129,99.9843
0.0200129,99.9864
0.0200129,99.9884
0.0200129,99.9881
0.0200129,99.9878
0.0200129,99.9881
0.0200642,99.9875
0.0200682,99.9881
0.0200683,99.9866
0.0200683,99.9864
0.0200683,99.986
0.0200683,99.9873
0.0200683,99.9882
0.0200683,99.9871
0.0200683,99.9878
0.0200683,99.9869
0.0200684,99.9858
0.0200684,99.9869
0.0200684,99.9853
0.0200684,99.9873
0.0200684,99.9868
0.0200684,99.9877
0.0200685,99.9858
0.0202007,99.9884
0.0202007,99.9877
0.0202007,99.9887
0.0202007,99.9882
0.0202008,99.9893
0.0202008,99.9878
0.0202008,99.9882
0.0202008,99.9871
0.0202009,99.9877
0.0202009,99.9882
0.0202009,99.9858
0.0202009,99.9841
0.0202009,99.9862
0.0202009,99.9882
0.0202009,99.9879
0.0202009,99.9877
0.0202009,99.9879
0.0202562,99.9879
0.0202563,99.9864
0.0202563,99.9862
0.0202563,99.9858
0.0202563,99.9871
0.0202563,99.9881
0.0202563,99.987
0.0202563,99.9877
0.0202563,99.9868
0.0202564,99.9857
0.0202564,99.9868
0.0202564,99.9852
0.0202564,99.9871
0.0202564,99.9866
0.0202564,99.9875
0.0202565,99.9857
0.0207126,99.9882
0.0207127,99.9884
0.0207127,99.9876
0.0207127,99.9886
0.0207127,99.9882
0.0207128,99.9893
0.0207128,99.9877
0.0207128,99.9882
0.0207128,99.9871
0.0207129,99.9876
0.0207129,99.9882
0.0207129,99.9857
0.0207129,99.9841
0.0207129,99.9862
0.0207129,99.9882
0.0207129,99.9879
0.0207129,99.9876
0.0207129,99.9879
0.0209282,99.9875
0.0209282,99.9879
0.0209283,99.9864
0.0209283,99.9862
0.0209283,99.9858
0.0209283,99.9871
0.0209283,99.988
0.0209283,99.9869
0.0209283,99.9876
0.0209283,99.9867
0.0209284,99.9857
0.0209284,99.9867
0.0209284,99.9851
0.0209284,99.9871
0.0209284,99.9866
0.0209284,99.9875
0.0209285,99.9857
0.0210324,99.9882
0.0210365,99.989
0.0210365,99.9879
0.0210365,99.9875
0.0210365,99.9884
0.0210365,99.9879
0.0210365,99.9869
0.0210366,99.9874
0.0210366,99.9874
0.0210366,99.9874
0.0210366,99.9868
0.0210366,99.9875
0.0210367,99.9879
0.0210367,99.987
0.0210367,99.9879
0.0210367,99.9879
0.0210367,99.9859
0.0210367,99.9863
0.0210367,99.987
0.0212244,99.9888
0.0212245,99.9878
0.0212245,99.9873
0.0212245,99.9882
0.0212245,99.9878
0.0212245,99.9867
0.0212246,99.9872
0.0212246,99.9872
0.0212246,99.9872
0.0212246,99.9867
0.0212246,99.9874
0.0212247,99.9878
0.0212247,99.9868
0.0212247,99.9878
0.0212247,99.9878
0.0212247,99.9858
0.0212247,99.9861
0.0212247,99.9868
0.0217364,99.9881
0.0217365,99.9888
0.0217365,99.9877
0.0217365,99.9873
0.0217365,99.9882
0.0217365,99.9877
0.0217365,99.9867
0.0217366,99.9872
0.0217366,99.9872
0.0217366,99.9872
0.0217366,99.9867
0.0217366,99.9874
0.0217367,99.9877
0.0217367,99.9868
0.0217367,99.9877
0.0217367,99.9877
0.0217367,99.9858
0.0217367,99.9861
0.0217367,99.9868
0.0218266,99.9871
0.0218307,99.9877
0.0218307,99.9877
0.0218308,99.9872
0.0218308,99.9881
0.0218308,99.9867
0.0218308,99.9851
0.0218308,99.9862
0.0218308,99.9887
0.0218308,99.9843
0.0218309,99.987
0.0218309,99.987
0.0218309,99.988
0.0218309,99.9833
0.0218309,99.9873
0.0218309,99.9833
0.0218309,99.9867
0.0218309,99.9866
0.0218309,99.9867
0.0218309,99.9877
0.0218309,99.9848
0.0218309,99.9844
0.021831,99.9873
0.021831,99.986
0.021831,99.9844
0.021831,99.9871
0.021831,99.9866
0.0220187,99.9875
0.0220187,99.9875
0.0220188,99.9871
0.0220188,99.988
0.0220188,99.9866
0.0220188,99.9849
0.0220188,99.986
0.0220188,99.9886
0.0220188,99.9841
0.0220189,99.9868
0.0220189,99.9868
0.0220189,99.9879
0.0220189,99.9832
0.0220189,99.9871
0.0220189,99.9832
0.0220189,99.9865
0.0220189,99.9864
0.0220189,99.9866
0.0220189,99.9875
0.0220189,99.9847
0.0220189,99.9843
0.022019,99.9871
0.022019,99.9858
0.022019,99.9843
0.022019,99.987
0.022019,99.9864
0.0223466,99.9867
0.0223508,99.9828
0.0223509,99.9872
0.0225306,99.9871
0.0225307,99.9875
0.0225307,99.9875
0.0225308,99.987
0.0225308,99.9879
0.0225308,99.9866
0.0225308,99.9849
0.0225308,99.986
0.0225308,99.9886
0.0225308,99.9841
0.0225309,99.9868
0.0225309,99.9868
0.0225309,99.9879
0.0225309,99.9832
0.0225309,99.9871
0.0225309,99.9831
0.0225309,99.9865
0.0225309,99.9864
0.0225309,99.9865
0.0225309,99.9875
0.0225309,99.9847
0.0225309,99.9842
0.022531,99.9871
0.022531,99.9858
0.022531,99.9842
0.022531,99.9869
0.022531,99.9864
0.0225388,99.9826
0.0225389,99.9871
0.0226408,99.9885
0.0226449,99.9869
0.0226449,99.9863
0.0226449,99.9878
0.022645,99.9868
0.022645,99.9863
0.022645,99.987
0.0226451,99.9865
0.0226451,99.987
0.0226451,99.9864
0.0226451,99.9854
0.0226452,99.9861
0.0226452,99.987
0.0226452,99.9861
0.0226452,99.984
0.0226452,99.9865
0.0227807,99.9873
0.0227848,99.9877
0.0227849,99.9873
0.0228329,99.9868
0.0228329,99.9862
0.0228329,99.9876
0.022833,99.9867
0.022833,99.9861
0.022833,99.9868
0.0228331,99.9863
0.0228331,99.9868
0.0228331,99.9863
0.0228331,99.9852
0.0228332,99.9859
0.0228332,99.9869
0.0228332,99.9859
0.0228332,99.9838
0.0228332,99.9863
0.0229728,99.9876
0.0229729,99.9871
0.0230506,99.9867
0.0230508,99.9826
0.0230509,99.987
0.0233448,99.9884
0.0233449,99.9868
0.0233449,99.9861
0.0233449,99.9876
0.023345,99.9867
0.023345,99.9861
0.023345,99.9868
0.0233451,99.9863
0.0233451,99.9868
0.0233451,99.9863
0.0233451,99.9852
0.0233452,99.9859
0.0233452,99.9868
0.0233452,99.9859
0.0233452,99.9838
0.0233452,99.9863
0.0234847,99.9872
0.0234848,99.9875
0.0234849,99.9871
0.0237368,99.9881
0.0237409,99.9864
0.0237409,99.9858
0.0237409,99.9873
0.023741,99.9863
0.023741,99.9858
0.023741,99.9865
0.023741,99.987
0.023741,99.9865
0.023741,99.9873
0.0237411,99.986
0.0237411,99.9865
0.0237411,99.9859
0.0237411,99.9849
0.0237412,99.9856
0.0237412,99.9869
0.0237412,99.9861
0.0237412,99.9865
